Source Name	Characteristics[organism]	Characteristics[cell line]	Material Type	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Assay Name	Technology Type	Array Design REF	Term Source REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[cell_line]
J132_EPF06P1_DU-4475_Breast_906844	Homo sapiens	DU-4475	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF06P1_DU-4475_Breast_906844	P-MTAB-44937	J132_EPF06P1_DU-4475_Breast_906844:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_F06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_F06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	DU-4475
J132_EPF06P2_CAPAN-1_Pancreas_753624	Homo sapiens	CAPAN-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF06P2_CAPAN-1_Pancreas_753624	P-MTAB-44937	J132_EPF06P2_CAPAN-1_Pancreas_753624:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_F06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_F06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	CAPAN-1
J132_EPF06P3_EW-7_Bone_949160	Homo sapiens	EW-7	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF06P3_EW-7_Bone_949160	P-MTAB-44937	J132_EPF06P3_EW-7_Bone_949160:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_F06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_F06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	EW-7
J132_EPF06P4_LS-180_Intestine_998189	Homo sapiens	LS-180	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF06P4_LS-180_Intestine_998189	P-MTAB-44937	J132_EPF06P4_LS-180_Intestine_998189:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_F06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_F06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	LS-180
J132_EPF06P5_SBC-1_Lung_713885	Homo sapiens	SBC-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF06P5_SBC-1_Lung_713885	P-MTAB-44937	J132_EPF06P5_SBC-1_Lung_713885:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_F06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_F06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	SBC-1
J132_EPF06P6_HuP-T4_Pancreas_907286	Homo sapiens	HuP-T4	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF06P6_HuP-T4_Pancreas_907286	P-MTAB-44937	J132_EPF06P6_HuP-T4_Pancreas_907286:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_F06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_F06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	HuP-T4
J132_EPF06P7_P32-ISH_Blood_1330987	Homo sapiens	P32-ISH	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF06P7_P32-ISH_Blood_1330987	P-MTAB-44937	J132_EPF06P7_P32-ISH_Blood_1330987:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_F06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_F06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	P32-ISH
J132_EPF06P8_NB10_PNS_949171	Homo sapiens	NB10	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF06P8_NB10_PNS_949171	P-MTAB-44937	J132_EPF06P8_NB10_PNS_949171:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_F06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_F06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	NB10
J132_EPF06P9_MLMA_haematopoietic_and_lymphoid_tissue_908142	Homo sapiens	MLMA	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF06P9_MLMA_haematopoietic_and_lymphoid_tissue_908142	P-MTAB-44937	J132_EPF06P9_MLMA_haematopoietic_and_lymphoid_tissue_908142:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_F06	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_F06.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip	MLMA
J132_EPF07P10_PANC-02-03_Pancreas_1298475	Homo sapiens	PANC-02-03	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF07P10_PANC-02-03_Pancreas_1298475	P-MTAB-44937	J132_EPF07P10_PANC-02-03_Pancreas_1298475:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_F07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_F07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	PANC-02-03
J132_EPF07P1_SISO_Cervix_1240212	Homo sapiens	SISO	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF07P1_SISO_Cervix_1240212	P-MTAB-44937	J132_EPF07P1_SISO_Cervix_1240212:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_F07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_F07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	SISO
J132_EPF07P2_CA46_Blood_910703	Homo sapiens	CA46	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF07P2_CA46_Blood_910703	P-MTAB-44937	J132_EPF07P2_CA46_Blood_910703:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_F07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_F07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	CA46
J132_EPF07P3_EHEB_Blood_906854	Homo sapiens	EHEB	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF07P3_EHEB_Blood_906854	P-MTAB-44937	J132_EPF07P3_EHEB_Blood_906854:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_F07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_F07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	EHEB
J132_EPF07P4_LAMA-84_Blood_907783	Homo sapiens	LAMA-84	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF07P4_LAMA-84_Blood_907783	P-MTAB-44937	J132_EPF07P4_LAMA-84_Blood_907783:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_F07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_F07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	LAMA-84
J132_EPF07P5_TE-15_Esophagus_753614	Homo sapiens	TE-15	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF07P5_TE-15_Esophagus_753614	P-MTAB-44937	J132_EPF07P5_TE-15_Esophagus_753614:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_F07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_F07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	TE-15
J132_EPF07P6_HAL-01_Blood_949153	Homo sapiens	HAL-01	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF07P6_HAL-01_Blood_949153	P-MTAB-44937	J132_EPF07P6_HAL-01_Blood_949153:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_F07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_F07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	HAL-01
J132_EPF07P7_NCI-H1648_Lung:NSCLC_687799	Homo sapiens	NCI-H1648	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF07P7_NCI-H1648_Lung:NSCLC_687799	P-MTAB-44937	J132_EPF07P7_NCI-H1648_Lung:NSCLC_687799:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_F07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_F07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	NCI-H1648
J132_EPF07P8_NOMO-1_Blood_908451	Homo sapiens	NOMO-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF07P8_NOMO-1_Blood_908451	P-MTAB-44937	J132_EPF07P8_NOMO-1_Blood_908451:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_F07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_F07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	NOMO-1
J132_EPF07P9_Hep3B2-1-7_Liver_1240147	Homo sapiens	Hep3B2-1-7	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF07P9_Hep3B2-1-7_Liver_1240147	P-MTAB-44937	J132_EPF07P9_Hep3B2-1-7_Liver_1240147:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_F07	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_F07.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	Hep3B2-1-7
J132_EPF08P10_NCI-H1105_Lung_908468	Homo sapiens	NCI-H1105	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF08P10_NCI-H1105_Lung_908468	P-MTAB-44937	J132_EPF08P10_NCI-H1105_Lung_908468:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_F08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_F08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	NCI-H1105
J132_EPF08P1_JHH-1_Liver_1298151	Homo sapiens	JHH-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF08P1_JHH-1_Liver_1298151	P-MTAB-44937	J132_EPF08P1_JHH-1_Liver_1298151:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_F08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_F08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	JHH-1
J132_EPF08P2_CFPAC-1_Pancreas_906821	Homo sapiens	CFPAC-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF08P2_CFPAC-1_Pancreas_906821	P-MTAB-44937	J132_EPF08P2_CFPAC-1_Pancreas_906821:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_F08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_F08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	CFPAC-1
J132_EPF08P3_HCT-15_Intestine_905937	Homo sapiens	HCT-15	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF08P3_HCT-15_Intestine_905937	P-MTAB-44937	J132_EPF08P3_HCT-15_Intestine_905937:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_F08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_F08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	HCT-15
J132_EPF08P4_FU-OV-1_Ovary_1240129	Homo sapiens	FU-OV-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF08P4_FU-OV-1_Ovary_1240129	P-MTAB-44937	J132_EPF08P4_FU-OV-1_Ovary_1240129:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_F08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_F08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	FU-OV-1
J132_EPF08P5_TT2609-C02_Thyroid_1240223	Homo sapiens	TT2609-C02	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF08P5_TT2609-C02_Thyroid_1240223	P-MTAB-44937	J132_EPF08P5_TT2609-C02_Thyroid_1240223:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_F08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_F08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	TT2609-C02
J132_EPF08P6_HLE_Liver_907057	Homo sapiens	HLE	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF08P6_HLE_Liver_907057	P-MTAB-44937	J132_EPF08P6_HLE_Liver_907057:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_F08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_F08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	HLE
J132_EPF08P7_NCI-H1734_Lung:NSCLC_722058	Homo sapiens	NCI-H1734	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF08P7_NCI-H1734_Lung:NSCLC_722058	P-MTAB-44937	J132_EPF08P7_NCI-H1734_Lung:NSCLC_722058:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_F08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_F08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	NCI-H1734
J132_EPF08P8_NB17_PNS_949175	Homo sapiens	NB17	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF08P8_NB17_PNS_949175	P-MTAB-44937	J132_EPF08P8_NB17_PNS_949175:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_F08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_F08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	NB17
J132_EPF08P9_LB373-MEL-D_skin_753581	Homo sapiens	LB373-MEL-D	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF08P9_LB373-MEL-D_skin_753581	P-MTAB-44937	J132_EPF08P9_LB373-MEL-D_skin_753581:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_F08	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_F08.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	LB373-MEL-D
J132_EPF09P10_LoVo_Intestine_907790	Homo sapiens	LoVo	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF09P10_LoVo_Intestine_907790	P-MTAB-44937	J132_EPF09P10_LoVo_Intestine_907790:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_F09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_F09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	LoVo
J132_EPF09P1_COLO-680N_Esophag_906817	Homo sapiens	COLO-680N	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF09P1_COLO-680N_Esophag_906817	P-MTAB-44937	J132_EPF09P1_COLO-680N_Esophag_906817:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_F09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_F09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	COLO-680N
J132_EPF09P2_BPH-1_Prostate_924105	Homo sapiens	BPH-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF09P2_BPH-1_Prostate_924105	P-MTAB-44937	J132_EPF09P2_BPH-1_Prostate_924105:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_F09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_F09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	BPH-1
J132_EPF09P3_H3255_Lung_1247873	Homo sapiens	H3255	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF09P3_H3255_Lung_1247873	P-MTAB-44937	J132_EPF09P3_H3255_Lung_1247873:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_F09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_F09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	H3255
J132_EPF09P4_G-MEL_Skin_1240130	Homo sapiens	G-MEL	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF09P4_G-MEL_Skin_1240130	P-MTAB-44937	J132_EPF09P4_G-MEL_Skin_1240130:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_F09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_F09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	G-MEL
J132_EPF09P5_SK-MEL-5_Skin_905956	Homo sapiens	SK-MEL-5	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF09P5_SK-MEL-5_Skin_905956	P-MTAB-44937	J132_EPF09P5_SK-MEL-5_Skin_905956:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_F09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_F09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	SK-MEL-5
J132_EPF09P6_SK-PN-DW_Bone_909731	Homo sapiens	SK-PN-DW	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF09P6_SK-PN-DW_Bone_909731	P-MTAB-44937	J132_EPF09P6_SK-PN-DW_Bone_909731:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_F09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_F09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	SK-PN-DW
J132_EPF09P7_NCI-H1563_Lung:NSCLC_753600	Homo sapiens	NCI-H1563	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF09P7_NCI-H1563_Lung:NSCLC_753600	P-MTAB-44937	J132_EPF09P7_NCI-H1563_Lung:NSCLC_753600:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_F09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_F09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	NCI-H1563
J132_EPF09P8_OCUM-1_Stomach_1298358	Homo sapiens	OCUM-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF09P8_OCUM-1_Stomach_1298358	P-MTAB-44937	J132_EPF09P8_OCUM-1_Stomach_1298358:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_F09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_F09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	OCUM-1
J132_EPF09P9_MDA-MB-468_breast_908123	Homo sapiens	MDA-MB-468	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF09P9_MDA-MB-468_breast_908123	P-MTAB-44937	J132_EPF09P9_MDA-MB-468_breast_908123:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_F09	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_F09.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	MDA-MB-468
J132_EPF10P1_ESO51_Esophag_1503367	Homo sapiens	ESO51	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF10P1_ESO51_Esophag_1503367	P-MTAB-44937	J132_EPF10P1_ESO51_Esophag_1503367:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_F10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_F10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	ESO51
J132_EPF10P2_Detroit562_Head & Neck_906837	Homo sapiens	Detroit562	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF10P2_Detroit562_Head & Neck_906837	P-MTAB-44937	J132_EPF10P2_Detroit562_Head & Neck_906837:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_F10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_F10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	Detroit562
J132_EPF10P3_HCC2218_Breast_749716	Homo sapiens	HCC2218	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF10P3_HCC2218_Breast_749716	P-MTAB-44937	J132_EPF10P3_HCC2218_Breast_749716:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_F10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_F10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	HCC2218
J132_EPF10P4_G-292-Clone-A141B1_Bone_1290807	Homo sapiens	G-292-Clone-A141B1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF10P4_G-292-Clone-A141B1_Bone_1290807	P-MTAB-44937	J132_EPF10P4_G-292-Clone-A141B1_Bone_1290807:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_F10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_F10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	G-292-Clone-A141B1
J132_EPF10P5_SW1990_Pancreas_910907	Homo sapiens	SW1990	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF10P5_SW1990_Pancreas_910907	P-MTAB-44937	J132_EPF10P5_SW1990_Pancreas_910907:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_F10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_F10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	SW1990
J132_EPF10P6_J82_Bladder_753566	Homo sapiens	J82	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF10P6_J82_Bladder_753566	P-MTAB-44937	J132_EPF10P6_J82_Bladder_753566:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_F10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_F10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	J82
J132_EPF10P7_RCC-MF_Kidney_1524419	Homo sapiens	RCC-MF	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF10P7_RCC-MF_Kidney_1524419	P-MTAB-44937	J132_EPF10P7_RCC-MF_Kidney_1524419:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_F10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_F10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	RCC-MF
J132_EPF10P8_SW1463_Intestine_909748	Homo sapiens	SW1463	cell	P-MTAB-44941	P-MTAB-44940	J132_EPF10P8_SW1463_Intestine_909748	P-MTAB-44937	J132_EPF10P8_SW1463_Intestine_909748:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_F10	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_F10.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.16.zip	SW1463
